timetocompletesurvey,Pseudonym,Geschlecht,Alter,Familienstand,Kinder,AnzahlKinder,keins,ImChoraktiv,PrivaterMusikunterricht,Stdgehört7TageHerkömmli,Stdgehört7TagePhysische,Stdgehört7TageAufIhren,Stdgehört7TageKostenlos,Stdgehört7Tagekostenpfl,Stdgehört7TageOnlineRa,Stdgehört7TageLiveMusi,WennichMusikhöremacheichni,AktiveSuchenachneuerMusik,Musikistmirimmeretwaswert,CDAlbenAusgaben30Tage,CDSinglesAusgaben30Tage,MusikDVDsBluRaysAusgaben3,VinylAlbenAusgaben30Tage,KostenpflichtigedigitaleAlbum,KostenpflichtigedigitaleTrack,DigitaleMusikAboServicesPau,SonstigedigitaleMusikAboServ,Warumamhäufigstengekauft,datetimeofsurveystart,dateoflastaccess,panel,Bildung,Beschäftigung,Haushaltseinkommen,No_Mainstream_7Likert,KonzerteLiveMusikEventsAus,FestivalsLiveMusikEventsAu,ClubKonzerteLiveMusikEvents,DeluxeBoxenMusikproduktMer,Livestream_WTP
599,3404591587600,weiblich,28,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Nein,Ja,2,0,7,7,7,0,0,1,Ja,5,0,0,0,0,10,0,0,0,Soundqualität,2019-01-30,2019-01-30,2,Bachelor,Angestellte/r,2.001 Euro bis 2.500 Euro,4,0,0,0,0,
1131,3487101347920,weiblich,48,allein lebend,nein,,not quoted,Nein,Ja,40,0,10,0,0,2,0,2,Ja,5,0,0,0,0,17,0,10,0,Flexibilität,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,1.001 Euro bis 1.500 Euro,4,0,0,0,0,
2923,3323075659200,männlich,54,in einer festen Partnerschaft zusammenlebend,ja,3,quoted,Nein,Nein,28,0,1,0,0,6,0,2,Ja,5,0,0,25,0,0,20,0,0,Flexibilität,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,2.501 Euro bis 3.000 Euro,4,0,0,0,0,
1919,3645557355280,weiblich,27,allein lebend,nein,,not quoted,Nein,Nein,0,17,0,0,0,0,4,4,Ja,4,12,0,0,0,0,0,0,0,Sonstiges,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Hausmann / Hausfrau,weniger als 500 Euro,5,28,0,0,0,
780,3506185435280,weiblich,48,allein lebend UND in einer festen Partnerschaft,nein,,not quoted,Nein,Ja,3,0,2,0,1,1,0,2,Nein,5,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Selbständige/r,2.501 Euro bis 3.000 Euro,3,0,0,0,0,
1097,3408713171360,männlich,57,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Ja,40,4,0,0,0,1,2,2,Nein,2,10,0,0,15,0,0,0,0,Atmosphäre,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,4.001 Euro bis 4.500 Euro,7,0,0,0,0,
1453,3427284243360,weiblich,69,allein lebend,nein,,quoted,Nein,Nein,0,3,0,0,0,2,0,4,Nein,4,0,0,0,0,0,0,0,0,Sonstiges,2019-01-30,2019-01-30,2,Hauptschulabschluss,ohne Beschäftigung,501 Euro bis 1.000 Euro,6,0,0,0,0,
781,3245962579360,männlich,27,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Ja,Ja,7,4,2,1,1,7,2,4,Ja,5,20,0,0,0,0,0,0,0,Soundqualität,2019-01-30,2019-01-30,2,Bachelor,Angestellte/r,3.001 Euro bis 3.500 Euro,4,40,0,10,0,
1136,3241271379840,männlich,64,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,25,2,0,0,0,0,0,2,Nein,4,0,0,0,0,0,0,0,0,Flexibilität,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Angestellte/r,3.501 Euro bis 4.000 Euro,5,0,0,0,0,
1134,3984956179680,männlich,47,allein lebend,nein,,quoted,Nein,Nein,0,0,0,0,0,0,0,6,Nein,4,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,6,0,0,0,,
632,3912451875280,männlich,31,allein lebend,nein,,quoted,Nein,Nein,2,0,0,0,0,0,0,2,Nein,2,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,1.001 Euro bis 1.500 Euro,2,0,0,0,0,
892,3987952267920,weiblich,47,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Nein,Ja,7,0,0,0,0,7,0,1,Nein,4,0,0,0,0,20,0,0,0,Flexibilität,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,1.001 Euro bis 1.500 Euro,2,120,0,0,0,
1880,3563911395440,weiblich,63,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Nein,Ja,20,5,3,0,0,5,0,1,Ja,5,0,0,0,0,0,0,0,0,Sonstiges,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,1.001 Euro bis 1.500 Euro,5,0,0,0,0,
653,4016820443440,weiblich,29,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,0,0,0,3,0,0,0,1,Nein,6,0,0,0,,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,1.501 Euro bis 2.000 Euro,2,0,0,0,0,
660,3486740963760,weiblich,66,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Ja,Ja,12,2,2,0,0,5,0,2,Nein,5,12,0,0,0,0,0,0,0,Atmosphäre,2019-01-30,2019-01-30,2,Fachhochschulreife,ohne Beschäftigung,2.001 Euro bis 2.500 Euro,6,25,0,0,0,
892,3513707963760,männlich,58,allein lebend,nein,,quoted,Nein,Ja,50,2,2,0,0,0,0,1,Nein,5,0,0,0,0,0,0,0,0,Sonstiges,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Angestellte/r,3.001 Euro bis 3.500 Euro,3,50,0,0,0,
1280,3725056467200,weiblich,38,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Ja,2,0,1,0,1,1,0,1,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,4,0,0,0,0,
1535,3906948587280,männlich,47,in einer festen Partnerschaft zusammenlebend,ja,0,quoted,Nein,Nein,1,0,1,0,0,0,0,4,Nein,4,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,5,0,0,0,0,
1321,3406277067520,weiblich,48,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Nein,Ja,12,1,5,0,5,0,2,2,Ja,3,20,0,0,0,0,10,14,0,Flexibilität,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,3.001 Euro bis 3.500 Euro,2,40,0,0,0,
520,3985820691200,männlich,52,allein lebend,ja,1,quoted,Nein,Nein,0,0,1,0,0,0,0,4,Nein,1,0,0,0,0,0,0,0,0,Soundqualität,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,2.501 Euro bis 3.000 Euro,4,0,0,0,0,
553,3259296987200,weiblich,45,allein lebend,ja,1,quoted,Nein,Nein,25,2,1,0,3,0,0,2,Nein,5,0,0,0,0,10,0,0,0,Soundqualität,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,2.001 Euro bis 2.500 Euro,3,0,0,0,0,
678,3408806915520,männlich,56,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Ja,5,0,0,0,0,0,0,3,Nein,2,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,2,0,0,0,0,
3406,3531990555520,weiblich,60,allein lebend,nein,,not quoted,Nein,Ja,25,2,30,1,0,10,0,2,Nein,5,15,0,0,0,0,0,0,0,Atmosphäre,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Angestellte/r,1.001 Euro bis 1.500 Euro,4,,0,0,0,
1384,3568268955600,weiblich,55,allein lebend,nein,,quoted,Nein,Nein,1,0,1,0,0,0,0,1,Nein,4,0,0,0,0,0,0,0,0,Sonstiges,2019-01-30,2019-01-30,2,Hauptschulabschluss,ohne Beschäftigung,501 Euro bis 1.000 Euro,5,0,0,0,0,
1038,3732545883840,weiblich,51,in einer festen Partnerschaft zusammenlebend,nein,,not quoted,Nein,Ja,14,0,2,0,0,2,0,2,Nein,7,0,0,0,0,0,0,0,0,Sonstiges,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,2.001 Euro bis 2.500 Euro,4,0,0,0,0,
687,3349889195760,weiblich,30,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,3,0,0,0,0,5,0,1,Nein,2,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Bachelor,Angestellte/r,501 Euro bis 1.000 Euro,4,0,0,0,0,
3609,3259498179200,weiblich,64,allein lebend,ja,3,quoted,Nein,Nein,3,0,0,0,0,0,0,2,Ja,4,0,0,0,0,0,0,0,0,Atmosphäre,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Hausmann / Hausfrau,1.001 Euro bis 1.500 Euro,4,0,0,0,0,
2071,3248051283600,männlich,56,allein lebend,nein,,not quoted,Ja,Nein,14,3,6,1,0,1,2,2,Ja,6,6,0,0,0,0,0,0,0,Sonstiges,2019-01-30,2019-01-30,2,Abitur,Selbständige/r,1.001 Euro bis 1.500 Euro,6,0,0,8,0,
564,3584036291840,weiblich,44,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,2,0,4,0,0,10,0,4,Nein,4,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Angestellte/r,2.501 Euro bis 3.000 Euro,5,0,0,0,0,
406,3321677859600,weiblich,28,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Ja,2,0,1,0,0,3,0,4,Ja,3,0,0,0,0,0,0,0,0,Mobilität,2019-01-30,2019-01-30,2,Hauptschulabschluss,Hausmann / Hausfrau,weniger als 500 Euro,3,0,0,0,0,
2773,3887635795520,weiblich,59,allein lebend,ja,2,quoted,Nein,Nein,4,0,0,0,0,0,0,3,Nein,3,0,0,0,0,0,0,0,0,Flexibilität,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Sonstiges,501 Euro bis 1.000 Euro,4,0,0,0,0,
1928,3430033867360,männlich,68,allein lebend,nein,,quoted,Nein,Nein,0,0,1,0,1,0,0,4,Nein,4,0,0,0,0,15,0,0,0,Soundqualität,2019-01-30,2019-01-30,2,Hauptschulabschluss,Hausmann / Hausfrau,1.501 Euro bis 2.000 Euro,3,0,0,0,0,
1220,3426808387920,männlich,62,in einer festen Partnerschaft zusammenlebend,nein,,not quoted,Nein,Ja,0,4,0,0,0,0,0,2,Nein,4,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Sonstiges,4.001 Euro bis 4.500 Euro,7,0,0,0,0,
1294,3912921315200,weiblich,50,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Nein,Ja,8,7,14,0,10,20,0,3,Nein,7,2,,,,,,,,Soundqualität,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,4.001 Euro bis 4.500 Euro,4,,,,,
979,4021246667440,männlich,69,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Nein,Nein,3,0,0,0,12,10,0,3,Nein,1,0,0,0,0,0,0,10,0,Flexibilität,2019-01-30,2019-01-30,2,Hauptschulabschluss,ohne Beschäftigung,mehr als 5.000 Euro,5,0,0,0,0,
1308,3323694659920,weiblich,21,allein lebend UND in einer festen Partnerschaft,nein,,not quoted,Nein,Nein,30,0,0,0,8,0,0,2,Ja,3,0,0,0,0,0,0,10,0,Flexibilität,2019-01-30,2019-01-30,2,Fachhochschulreife,Angestellte/r,1.001 Euro bis 1.500 Euro,4,0,0,0,0,
762,3968314603600,weiblich,40,allein lebend,nein,,not quoted,Nein,Nein,0,0,0,0,0,0,0,3,Ja,6,0,0,0,0,0,0,0,0,Sonstiges,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Sonstiges,2.501 Euro bis 3.000 Euro,7,0,0,0,0,
567,3531918643520,männlich,25,allein lebend,nein,,quoted,Nein,Nein,2,0,0,2,0,1,0,1,Nein,3,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Angestellte/r,1.001 Euro bis 1.500 Euro,2,0,0,0,0,
2016,3776925243440,weiblich,42,allein lebend,ja,1,quoted,Nein,Ja,0,0,1,0,1,0,0,1,Nein,4,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,4,0,0,0,0,
1945,3292000027680,männlich,36,allein lebend,nein,,quoted,Nein,Ja,0,0,8,1,0,0,0,5,Nein,2,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Angestellte/r,2.501 Euro bis 3.000 Euro,5,0,0,0,0,
821,3971596683440,männlich,63,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,1,0,1,0,0,0,0,1,Nein,4,0,0,0,0,0,0,0,0,Atmosphäre,2019-01-30,2019-01-30,2,Fachhochschulreife,Angestellte/r,2.501 Euro bis 3.000 Euro,7,180,0,0,0,
1055,3644549027840,weiblich,51,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Nein,Ja,2,1,2,2,0,1,2,3,Ja,3,10,,,,,,,,Soundqualität,2019-01-30,2019-01-30,2,Bachelor,Angestellte/r,1.501 Euro bis 2.000 Euro,4,,,,,
2332,3939184595680,weiblich,57,allein lebend,ja,2,quoted,Nein,Ja,0,7,0,0,0,0,0,4,Ja,6,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Hauptschulabschluss,Sonstiges,501 Euro bis 1.000 Euro,4,0,0,0,0,
762,3729347803680,männlich,53,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,10,2,10,0,10,0,0,4,Nein,6,10,0,20,0,10,10,10,0,Flexibilität,2019-01-30,2019-01-30,2,Fachhochschulreife,Angestellte/r,mehr als 5.000 Euro,4,0,0,0,0,
1610,3534303059600,männlich,55,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,9,0,1,0,0,0,0,2,Nein,2,0,0,0,0,0,0,0,0,Mobilität,2019-01-30,2019-01-30,2,Fachhochschulreife,Angestellte/r,3.001 Euro bis 3.500 Euro,3,0,0,0,0,
963,3594102307360,männlich,30,allein lebend,nein,,not quoted,Nein,Nein,1,0,0,10,0,0,0,2,Ja,6,0,0,0,0,0,0,0,0,Atmosphäre,2019-01-30,2019-01-30,2,Abitur,Auszubildende/r,501 Euro bis 1.000 Euro,5,0,0,0,0,
3112,4018253835440,weiblich,46,allein lebend,ja,2,quoted,Nein,Nein,20,1,0,0,0,1,0,2,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Sonstiges,501 Euro bis 1.000 Euro,1,0,0,0,0,
731,3586606499440,weiblich,67,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,20,0,0,0,0,5,0,1,Nein,5,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Sonstiges,3.501 Euro bis 4.000 Euro,7,0,0,0,0,
1487,3514344611200,männlich,37,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,0,4,5,0,4,0,0,2,Ja,7,0,0,15,40,0,0,10,0,Atmosphäre,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Angestellte/r,1.501 Euro bis 2.000 Euro,6,0,220,0,0,
544,3499613227920,männlich,27,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,10,5,5,0,0,2,0,1,Nein,5,18,0,0,0,0,0,0,0,Soundqualität,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,2.501 Euro bis 3.000 Euro,3,0,0,0,0,
991,3452869595680,weiblich,26,allein lebend UND in einer festen Partnerschaft,nein,,quoted,Nein,Nein,50,0,8,0,8,0,0,1,Nein,3,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Bachelor,Auszubildende/r,501 Euro bis 1.000 Euro,5,0,0,0,0,
-1,3457558419680,weiblich,37,allein lebend,nein,,quoted,Nein,Nein,10,2,0,0,0,0,0,2,Nein,3,0,0,0,0,0,0,0,0,Sonstiges,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Angestellte/r,1.501 Euro bis 2.000 Euro,2,0,0,0,0,
1286,3425872667360,männlich,40,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Nein,Nein,15,6,16,0,16,4,2,3,Ja,7,25,34,10,0,24,8,16,5,Soundqualität,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,4.001 Euro bis 4.500 Euro,3,0,22,13,0,
578,3243058675840,männlich,28,allein lebend,nein,,quoted,Nein,Nein,6,1,8,0,4,2,0,4,Ja,6,0,0,0,0,0,0,0,0,Soundqualität,2019-01-30,2019-01-30,2,Bachelor,Angestellte/r,2.001 Euro bis 2.500 Euro,4,0,0,0,0,
786,3567612035440,weiblich,59,allein lebend,ja,2,quoted,Nein,Ja,20,1,0,0,0,0,0,2,Ja,5,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,ohne Beschäftigung,501 Euro bis 1.000 Euro,2,0,0,0,0,
4568,3430559059280,männlich,49,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Ja,Nein,5,2,2,0,2,1,0,6,Ja,6,20,10,,,,15,,,Soundqualität,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Angestellte/r,3.001 Euro bis 3.500 Euro,3,,,,,
578,3823386035280,männlich,44,allein lebend,nein,,quoted,Nein,Nein,50,0,0,0,0,0,0,4,Nein,4,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Hauptschulabschluss,Angestellte/r,501 Euro bis 1.000 Euro,7,0,0,0,0,
523,3581280195760,männlich,24,allein lebend,nein,,quoted,Nein,Nein,2,0,0,0,0,0,0,1,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Bachelor,Angestellte/r,2.001 Euro bis 2.500 Euro,2,0,0,0,0,
1001,3612160299360,weiblich,52,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,10,2,3,0,0,0,0,3,Nein,6,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,5,0,0,0,0,
2612,3776987475600,männlich,33,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Nein,Nein,5,3,4,0,11,6,0,2,Ja,6,0,0,0,0,10,0,10,0,Soundqualität,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,2.001 Euro bis 2.500 Euro,3,0,0,0,0,
651,3676191915760,männlich,49,allein lebend,ja,3,not quoted,Nein,Ja,20,1,0,0,0,0,0,3,Nein,7,0,0,0,0,0,0,0,0,Atmosphäre,2019-01-30,2019-01-30,2,Hauptschulabschluss,Selbständige/r,2.001 Euro bis 2.500 Euro,2,20,0,0,0,
1421,3450343747280,männlich,26,in einer festen Partnerschaft zusammenlebend,nein,,not quoted,Ja,Ja,3,4,2,0,10,1,0,4,Ja,5,15,0,0,0,0,0,5,0,Gewohnheit,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Angestellte/r,2.001 Euro bis 2.500 Euro,5,20,0,0,0,
1982,3534085723760,weiblich,55,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Nein,Nein,1,0,1,0,0,0,0,4,Nein,4,0,0,0,0,0,0,0,0,Atmosphäre,2019-01-30,2019-01-30,2,Bachelor,Angestellte/r,2.001 Euro bis 2.500 Euro,3,60,0,0,0,
872,3488403019760,männlich,33,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,2,0,14,0,0,0,0,2,Ja,2,15,0,0,0,0,0,0,0,Flexibilität,2019-01-30,2019-01-30,2,Fachhochschulreife,Angestellte/r,1.001 Euro bis 1.500 Euro,2,0,0,0,0,
2233,3346192563440,männlich,29,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,1,1,15,0,0,0,1,2,Ja,4,10,0,0,0,0,0,0,0,Atmosphäre,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,4.501 Euro bis 5.000 Euro,6,35,0,15,0,
1105,4017538747360,weiblich,38,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,2,0,2,0,0,0,0,1,Nein,1,0,0,0,0,0,0,0,0,Atmosphäre,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,501 Euro bis 1.000 Euro,2,110,0,0,0,
677,3750523067760,männlich,36,allein lebend,nein,,quoted,Nein,Nein,6,1,0,0,0,1,0,5,Nein,6,0,0,0,0,0,0,0,0,Soundqualität,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,3,150,0,0,0,
755,3903349787600,männlich,42,allein lebend,nein,,not quoted,Nein,Ja,25,0,1,0,0,0,0,2,Nein,5,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,2.001 Euro bis 2.500 Euro,4,8,0,0,0,
1375,3824333051680,weiblich,59,allein lebend,ja,2,quoted,Nein,Nein,0,0,0,0,0,0,0,4,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Sonstiges,501 Euro bis 1.000 Euro,6,0,0,0,0,
2245,3456609779200,männlich,55,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,4,2,3,3,0,0,0,2,Nein,4,0,0,0,0,0,0,0,0,Atmosphäre,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,6,0,0,0,0,
1120,3856867979680,männlich,67,allein lebend,nein,,not quoted,Nein,Nein,4,0,4,0,0,0,0,1,Nein,3,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Hausmann / Hausfrau,3.001 Euro bis 3.500 Euro,2,0,0,0,0,
838,3991365203360,weiblich,65,allein lebend,nein,,not quoted,Nein,Nein,7,0,0,0,0,0,0,4,Nein,4,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,501 Euro bis 1.000 Euro,7,0,0,0,0,
904,3908640603920,weiblich,39,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,3,0,1,0,0,0,0,3,Nein,5,0,0,0,0,0,0,0,0,Mobilität,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,2.501 Euro bis 3.000 Euro,4,0,0,0,0,
1286,3810790963600,weiblich,23,allein lebend,nein,,not quoted,Nein,Ja,4,0,0,0,0,0,0,5,Nein,5,0,0,0,0,0,0,0,0,Atmosphäre,2019-01-30,2019-01-30,2,Bachelor,Auszubildende/r,501 Euro bis 1.000 Euro,4,75,0,0,0,
1976,3696617331600,weiblich,58,in einer festen Partnerschaft zusammenlebend,ja,3,quoted,Nein,Ja,2,0,0,0,4,30,0,1,Nein,2,0,0,0,0,0,0,10,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,3.501 Euro bis 4.000 Euro,2,0,0,0,0,
506,3732220235600,männlich,31,allein lebend,nein,,not quoted,Nein,Ja,8,0,0,2,0,0,0,4,Ja,4,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Angestellte/r,2.501 Euro bis 3.000 Euro,4,0,0,0,0,
910,3483324715520,weiblich,36,in einer festen Partnerschaft zusammenlebend,ja,3,quoted,Nein,Nein,0,0,0,0,0,0,0,1,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Hausmann / Hausfrau,2.501 Euro bis 3.000 Euro,4,0,0,0,0,
879,3914050155840,weiblich,31,allein lebend,nein,,not quoted,Ja,Nein,8,8,8,0,0,0,0,2,Ja,7,15,0,0,0,0,0,0,0,Atmosphäre,2019-01-30,2019-01-30,2,Bachelor,Angestellte/r,501 Euro bis 1.000 Euro,6,20,100,0,0,
1126,3645407123840,männlich,55,allein lebend,ja,1,not quoted,Nein,Ja,0,1,24,0,12,0,0,4,Nein,7,0,0,0,0,0,0,0,0,Sonstiges,2019-01-30,2019-01-30,2,Master / Diplom / Magister / Staatsexamen,Selbständige/r,501 Euro bis 1.000 Euro,5,0,0,0,0,
539,3812288955200,männlich,33,allein lebend,nein,,quoted,Nein,Nein,7,0,0,0,0,2,0,6,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,2.001 Euro bis 2.500 Euro,1,0,0,0,0,
747,3649801843920,weiblich,26,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,3,0,20,0,0,44,0,1,Ja,5,0,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Auszubildende/r,501 Euro bis 1.000 Euro,4,0,0,0,0,
1056,3501934579600,weiblich,49,allein lebend,nein,,quoted,Nein,Nein,1,0,1,0,0,0,0,1,Nein,2,17,0,0,0,0,0,0,0,Gewohnheit,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,2.001 Euro bis 2.500 Euro,3,0,0,0,0,
925,3670499539600,männlich,38,allein lebend UND in einer festen Partnerschaft,nein,,quoted,Nein,Nein,50,1,2,0,0,3,2,4,Ja,4,0,0,0,0,0,30,30,0,Soundqualität,2019-01-30,2019-01-30,2,Abitur,Angestellte/r,2.001 Euro bis 2.500 Euro,3,60,0,0,0,
852,3453101507840,weiblich,53,allein lebend UND in einer festen Partnerschaft,nein,,quoted,Nein,Nein,1,0,0,20,0,20,0,7,Nein,1,0,0,,0,0,0,0,0,ich kaufe keine Musik,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Hausmann / Hausfrau,501 Euro bis 1.000 Euro,7,0,0,0,0,
1013,3888487451760,männlich,38,in einer festen Partnerschaft zusammenlebend,ja,3,not quoted,Nein,Ja,20,2,3,0,0,5,0,2,Nein,5,20,,,,,,,,Gewohnheit,2019-01-30,2019-01-30,2,Mittlere Reife / Realschulabschluss,Angestellte/r,2.501 Euro bis 3.000 Euro,4,,,,,
